   9.99999978E-03   1.49997497       1.00499988      -4.99991653E-03  0.499974996    
   2.99999993E-02   1.49977505       1.01499772      -1.49977496E-02  0.499775022    
   4.99999970E-02   1.49937510       1.02498960      -2.49895826E-02  0.499375135    
   6.99999928E-02   1.49877548       1.03497148      -3.49714197E-02  0.498775512    
   8.99999887E-02   1.49797630       1.04493928      -4.49392684E-02  0.497976363    
  0.109999985       1.49697804       1.05488920      -5.48891425E-02  0.496978045    
  0.129999980       1.49578094       1.06481707      -6.48170635E-02  0.495780945    
  0.149999991       1.49438548       1.07471907      -7.47190639E-02  0.494385540    
  0.170000002       1.49279237       1.08459115      -8.45911726E-02  0.492792398    
  0.190000013       1.49100208       1.09442949      -9.44294557E-02  0.491002113    
  0.210000023       1.48901546       1.10422993     -0.104229964      0.489015460    
  0.230000034       1.48683321       1.11398876     -0.113988779      0.486833185    
  0.250000030       1.48445618       1.12370205     -0.123701997      0.484456211    
  0.270000011       1.48188543       1.13336575     -0.133365721      0.481885433    
  0.289999992       1.47912192       1.14297605     -0.142976105      0.479121953    
  0.309999973       1.47616673       1.15252924     -0.152529299      0.476166785    
  0.329999954       1.47302115       1.16202152     -0.162021488      0.473021179    
  0.349999934       1.46968639       1.17144883     -0.171448871      0.469686359    
  0.369999915       1.46616364       1.18080771     -0.180807680      0.466163695    
  0.389999896       1.46245456       1.19009411     -0.190094158      0.462454557    
  0.409999877       1.45856047       1.19930458     -0.199304610      0.458560437    
  0.429999858       1.45448291       1.20843530     -0.208435342      0.454482913    
  0.449999839       1.45022357       1.21748269     -0.217482701      0.450223595    
  0.469999820       1.44578421       1.22644305     -0.226443067      0.445784181    
  0.489999801       1.44116652       1.23531282     -0.235312849      0.441166490    
  0.509999812       1.43637228       1.24408853     -0.244088545      0.436372310    
  0.529999793       1.43140364       1.25276661     -0.252766579      0.431403577    
  0.549999774       1.42626238       1.26134348     -0.261343509      0.426262319    
  0.569999754       1.42095053       1.26981592     -0.269815922      0.420950562    
  0.589999735       1.41547036       1.27818036     -0.278180391      0.415470421    
  0.609999716       1.40982413       1.28643358     -0.286433607      0.409824103    
  0.629999697       1.40401387       1.29457223     -0.294572264      0.404013842    
  0.649999678       1.39804196       1.30259311     -0.302593082      0.398041993    
  0.669999659       1.39191091       1.31049287     -0.310492873      0.391910940    
  0.689999640       1.38562310       1.31826842     -0.318268448      0.385623127    
  0.709999621       1.37918103       1.32591677     -0.325916737      0.379181057    
  0.729999602       1.37258732       1.33343470     -0.333434671      0.372587323    
  0.749999583       1.36584461       1.34081924     -0.340819240      0.365844578    
  0.769999564       1.35895550       1.34806752     -0.348067462      0.358955473    
  0.789999545       1.35192275       1.35517645     -0.355176479      0.351922810    
  0.809999526       1.34474945       1.36214340     -0.362143427      0.344749391    
  0.829999506       1.33743811       1.36896551     -0.368965507      0.337438077    
  0.849999487       1.32999182       1.37564003     -0.375640035      0.329991758    
  0.869999468       1.32241344       1.38216424     -0.382164299      0.322413474    
  0.889999449       1.31470621       1.38853574     -0.388535708      0.314706236    
  0.909999430       1.30687308       1.39475167     -0.394751698      0.306873113    
  0.929999411       1.29891729       1.40080976     -0.400809795      0.298917234    
  0.949999392       1.29084182       1.40670753     -0.406707585      0.290841788    
  0.969999373       1.28264999       1.41244268     -0.412442684      0.282650024    
  0.989999354       1.27434516       1.41801286     -0.418012798      0.274345189    
   1.00999939       1.26593065       1.42341578     -0.423415750      0.265930623    
   1.02999938       1.25740969       1.42864931     -0.428649336      0.257409692    
   1.04999936       1.24878585       1.43371141     -0.433711439      0.248785809    
   1.06999934       1.24006236       1.43860006     -0.438600093      0.240062401    
   1.08999932       1.23124301       1.44331336     -0.443313301      0.231242985    
   1.10999930       1.22233105       1.44784915     -0.447849184      0.222331077    
   1.12999928       1.21333027       1.45220590     -0.452205926      0.213330224    
